listing_id,product_family_key,brand,device_type,price_usd,condition_grade,condition_tier,gpu_brand,processor_brand,processor_family,processor_generation,processor_speed_ghz,os,storage_type,hdd_capacity_gb,ssd_capacity_gb,total_storage_gb,storage_tier,ram_gb,ram_tier,screen_size_inch,screen_tier,display_width_px,display_height_px,color,feature_count,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_wifi
3058,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,72.1,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3059,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,2084.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3060,Other/Unbranded_i7_Unk_128GB_14-16in,Other/Unbranded,Notebook/Laptop,2136.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i7,,1.8,Windows,SSD,,120.0,120.0,128GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,6,False,False,True,True
3061,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,331.2,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3062,Microsoft_i7_Unk_256GB_12-14in,Microsoft,Notebook/Laptop,1047.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i7,8.0,3.0,Windows,SSD,,256.0,256.0,256GB,,Unk,13.5,12-14in,2256.0,1504.0,Other,4,False,True,True,True
3063,Dell_Other/Unspecified_16GB_512GB_14-16in,Dell,Other,254.8,Used,Used,Intel,Other,Other/Unspecified,,1.6,Windows,Unknown,,512.0,512.0,512GB,16.0,16GB,14.0,14-16in,1366.0,768.0,Black,2,False,False,True,True
3064,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,92.8,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3065,Dell_i5_Unk_512GB_14-16in,Dell,Other,149.0,Used,Used,Other,Intel,i5,6.0,2.4,Unknown,SSD,256.0,256.0,512.0,512GB,,Unk,14.0,14-16in,,,Other,1,False,False,False,False
3066,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Notebook/Laptop,2148.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i7,,1.99,Windows,SSD,,240.0,240.0,256GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,6,False,False,True,True
3067,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,13.05,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3068,Lenovo_i5_Unk_128GB_12-14in,Lenovo,Notebook/Laptop,446.8,Used,Used,Intel,Intel,i5,4.0,1.99,Windows,SSD,,120.0,120.0,128GB,,Unk,12.5,12-14in,1280.0,720.0,Other,6,False,False,True,True
3069,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Notebook/Laptop,324.2,Used,Used,Intel,Intel,i5,6.0,,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,0,False,False,False,False
3070,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,2686.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3071,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,10.88,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3073,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,64.2,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3074,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1281.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3075,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,632.0,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3076,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,128.8,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3077,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,594.0,New,New,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3078,AUO_Unknown_Unk_Unk_Unk,AUO,Other,70.4,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3079,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,145.6,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3080,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,34.12,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3081,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,23.94,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3082,Microsoft_i7_Unk_128GB_12-14in,Microsoft,Notebook/Laptop,1302.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i7,10.0,3.0,Windows,SSD,,120.0,120.0,128GB,,Unk,13.5,12-14in,2256.0,1504.0,Other,4,False,True,True,True
3083,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,442.8,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,6,True,True,True,True
3084,Lenovo_i5_Unk_256GB_14-16in,Lenovo,Notebook/Laptop,349.5,Used,Used,Other,Intel,i5,7.0,3.1,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,5,False,True,True,True
3085,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,250.1,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3086,Other/Unbranded_i3_Unk_512GB_12-14in,Other/Unbranded,Notebook/Laptop,422.0,Used,Used,Intel,Intel,i3,4.0,3.0,Windows,SSD,,480.0,480.0,512GB,,Unk,13.3,12-14in,1280.0,720.0,Other,4,False,False,True,True
3087,HP_ryzen7_16GB_512GB_Unk,HP,Notebook/Laptop,509.5,Refurbished - Certified,Refurbished,Amd,AMD,ryzen 7,,4.5,Windows,SSD,,512.0,512.0,512GB,16.0,16GB,,Unk,1920.0,1080.0,Black,5,False,False,True,True
3088,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,11.91,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3089,Lenovo_celeron_4GB_32GB_Sub-12in,Lenovo,Notebook/Laptop,25.5,Used,Used,Intel,Intel,celeron,,1.83,Chrome,SSD,16.0,16.0,32.0,32GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Black,5,False,False,True,True
3090,HP_pentium_4GB_128GB_14-16in,HP,Notebook/Laptop,35.0,Unknown,Unknown,Amd,Intel,pentium,,1.1,Chrome,SSD,64.0,64.0,128.0,128GB,4.0,4GB,14.0,14-16in,1366.0,768.0,Silver,3,False,False,True,True
3091,Dell_i5_Unk_2TB_14-16in,Dell,Notebook/Laptop,484.0,Used,Used,Nvidia,Intel,i5,4.0,2.6,Windows,Unknown,,2000.0,2000.0,2TB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3092,Dell_i7_16GB_2TB_14-16in,Dell,Notebook/Laptop,889.0,New,New,Other,Intel,i7,13.0,5.0,Windows,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Silver,5,False,True,True,True
3093,Dell_core2duo_4GB_128GB_14-16in,Dell,Notebook/Laptop,150.0,Used,Used,Other,Intel,core 2 duo,,2.0,Windows,HDD/SSD,80.0,,80.0,128GB,3.0,4GB,14.1,14-16in,,,Other,0,False,False,False,False
3094,Other/Unbranded_i5_16GB_512GB_Sub-12in,Other/Unbranded,Notebook/Laptop,668.0,Refurbished - Excellent,Refurbished,Intel,Intel,i5,7.0,3.3,Windows,SSD,256.0,256.0,512.0,512GB,16.0,16GB,10.1,Sub-12in,1920.0,1200.0,Silver,14,True,True,True,True
3095,Asus_Unknown_Unk_Unk_Unk,Asus,Other,72.8,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3096,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,326.2,Used,Used,Nvidia,Intel,i5,4.0,,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,0,False,False,False,False
3097,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,422.0,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,6,True,True,True,True
3098,HP_celeron_Unk_128GB_14-16in,HP,Notebook/Laptop,255.0,New,New,Other,Intel,celeron,,1.1,Windows,EMMC,64.0,64.0,128.0,128GB,,Unk,14.0,14-16in,,,Pink,0,False,False,False,False
3099,Asus_Unknown_Unk_Unk_Unk,Asus,Other,113.9,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3100,Acer_celeron_4GB_32GB_14-16in,Acer,Notebook/Laptop,55.0,Used,Used,Intel,Intel,celeron,,1.6,Chrome,EMMC,,32.0,32.0,32GB,4.0,4GB,14.0,14-16in,,,Silver,4,False,False,True,True
3101,Dell_i5_8GB_256GB_12-14in,Dell,Notebook/Laptop,35.0,For Parts / Not Working,End-of-Life,Other,Intel,i5,5.0,2.3,Unknown,SSD,128.0,128.0,256.0,256GB,8.0,8GB,12.5,12-14in,1366.0,768.0,Black,0,False,False,False,False
3102,Other/Unbranded_i3_Unk_128GB_14-16in,Other/Unbranded,Notebook/Laptop,385.5,Used,Used,Intel,Intel,i3,6.0,3.0,Windows,SSD,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Other,5,False,False,True,True
3103,HP_i3_16GB_16GB_14-16in,HP,Other,135.0,Used,Used,Other,Intel,i3,8.0,2.1,Windows,SSD,16.0,,16.0,16GB,16.0,16GB,14.0,14-16in,,,Other,0,False,False,False,False
3104,Dell_i7_16GB_1TB_14-16in,Dell,Notebook/Laptop,100.0,Used,Used,Other,Intel,i7,,2.8,Windows,SSD,512.0,64.0,576.0,1TB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Black,1,False,False,False,True
3105,Samsung_celeron_4GB_32GB_Sub-12in,Samsung,Notebook/Laptop,120.0,Unknown,Unknown,Intel,Intel,celeron,,,Chrome,OTHER,16.0,16.0,32.0,32GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Gray,6,False,False,True,True
3106,Dell_i5_8GB_512GB_16in+,Dell,Notebook/Laptop,570.0,Open Box,Like-New,Other,Intel,i5,13.0,1.3,Windows,SSD,,512.0,512.0,512GB,8.0,8GB,16.0,16in+,1920.0,1200.0,Multicolor,0,False,False,False,False
3107,Dell_i5_Unk_512GB_Sub-12in,Dell,Notebook/Laptop,410.0,Used,Used,Intel,Intel,i5,4.0,1.99,Windows,SSD,,480.0,480.0,512GB,,Unk,10.8,Sub-12in,1920.0,1080.0,Other,7,True,False,True,True
3108,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,340.8,Used,Used,Intel,Intel,i5,3.0,3.0,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,2,False,False,False,True
3109,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,323.0,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3110,Lenovo_i5_Unk_256GB_12-14in,Lenovo,Notebook/Laptop,458.5,Used,Used,Intel,Intel,i5,4.0,1.99,Windows,SSD,,240.0,240.0,256GB,,Unk,12.5,12-14in,1280.0,720.0,Other,6,False,False,True,True
3111,Microsoft_i7_Unk_256GB_12-14in,Microsoft,Notebook/Laptop,1047.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i7,8.0,3.0,Windows,SSD,,256.0,256.0,256GB,,Unk,13.5,12-14in,2256.0,1504.0,Other,4,False,True,True,True
3112,LG_Unknown_Unk_Unk_Unk,LG,Other,292.5,Open Box,Like-New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3113,Other/Unbranded_i7_Unk_1TB_14-16in,Other/Unbranded,Notebook/Laptop,2332.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i7,,1.99,Windows,SSD,,960.0,960.0,1TB,,Unk,14.0,14-16in,1920.0,1080.0,Other,6,False,False,True,True
3114,Other/Unbranded_i7_Unk_256GB_14-16in,Other/Unbranded,Notebook/Laptop,2148.0,Refurbished - Seller Grade,Refurbished,Intel,Intel,i7,,1.99,Windows,SSD,,240.0,240.0,256GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,6,False,False,True,True
3115,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,344.0,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3116,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,379.8,Used,Used,Nvidia,Intel,i5,4.0,2.6,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3117,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,358.5,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3118,AUO_Unknown_Unk_Unk_Unk,AUO,Other,94.44,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3119,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,82.6,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3120,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,329.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3121,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,527.5,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3122,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,614.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3123,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,75.06,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3124,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,107.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3125,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1058.0,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3126,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,106.0,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3127,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,3364.0,New,New,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3128,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,447.2,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,7,True,True,True,True
3129,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,109.3,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3130,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,960.5,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3131,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,1000.0,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3132,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,59.56,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3133,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,264.8,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3134,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,266.8,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3135,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Notebook/Laptop,75.0,Refurbished - Good,Refurbished,Intel,Intel,celeron,,2.4,Chrome,EMMC,32.0,32.0,64.0,64GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Multicolor,5,False,False,True,True
3136,Other/Unbranded_Other/Unspecified_4GB_128GB_Unk,Other/Unbranded,Other,111.75,Used,Used,Other,Other,Other/Unspecified,,2.16,Windows,SSD,,128.0,128.0,128GB,4.0,4GB,,Unk,,,Other,1,False,False,False,False
3137,Acer_celeron_2GB_32GB_Sub-12in,Acer,Notebook/Laptop,50.0,Unknown,Unknown,Intel,Intel,celeron,,1.4,Chrome,SSD,16.0,16.0,32.0,32GB,2.0,2GB,11.6,Sub-12in,1366.0,768.0,Gray,8,True,True,True,True
3138,Acer_Other/Unspecified_4GB_64GB_12-14in,Acer,Notebook/Laptop,63.0,Refurbished - Good,Refurbished,Other,Other,Other/Unspecified,,2.1,Chrome,SSD,32.0,32.0,64.0,64GB,4.0,4GB,13.3,12-14in,,,Other,1,True,False,False,False
3139,Other/Unbranded_atom_8GB_256GB_Sub-12in,Other/Unbranded,Other,200.0,Used,Used,Other,Intel,atom,,1.6,Windows,EMMC,128.0,128.0,256.0,256GB,8.0,8GB,8.1,Sub-12in,1280.0,800.0,Black,4,False,False,True,False
3140,Dell_celeron_4GB_256GB_Sub-12in,Dell,Notebook/Laptop,99.0,Used,Used,Intel,Intel,celeron,,1.1,Windows,SSD,128.0,128.0,256.0,256GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Black,1,True,False,False,False
3141,Dell_i5_8GB_256GB_12-14in,Dell,Notebook/Laptop,175.0,Used,Used,Other,Intel,i5,8.0,,Windows,SSD,,256.0,256.0,256GB,8.0,8GB,12.3,12-14in,1920.0,1080.0,Other,0,False,False,False,False
3142,HP_ryzen7_16GB_2TB_14-16in,HP,Notebook/Laptop,539.0,Refurbished - Certified,Refurbished,Amd,AMD,ryzen 7,,1.9,Unknown,SSD,1000.0,1000.0,2000.0,2TB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Silver,2,False,False,True,False
3143,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Notebook/Laptop,119.94,Used,Used,Other,Intel,i5,2.0,,Linux,HDD/SSD,500.0,,500.0,512GB,16.0,16GB,14.0,14-16in,,,Black,3,False,False,False,True
3144,HP_ryzen5_16GB_512GB_14-16in,HP,Other,339.0,Used,Used,Other,AMD,ryzen 5,,2.1,Windows,SSD,256.0,256.0,512.0,512GB,16.0,16GB,15.6,14-16in,,,Black,0,False,False,False,False
3145,Other/Unbranded_i7_16GB_256GB_14-16in,Other/Unbranded,Notebook/Laptop,250.0,Used,Used,Intel,Intel,i7,6.0,2.6,Windows,SSD,128.0,128.0,256.0,256GB,16.0,16GB,14.1,14-16in,,,Other,7,True,True,True,True
3146,Microsoft_i5_Unk_Unk_12-14in,Microsoft,Other,149.0,Used,Used,Other,Intel,i5,,,Unknown,Unknown,,,,Unk,,Unk,13.5,12-14in,,,Other,0,False,False,False,False
3147,Lenovo_Other/Unspecified_16GB_2TB_12-14in,Lenovo,Notebook/Laptop,530.0,Unknown,Unknown,Other,Other,Other/Unspecified,,3.0,Windows,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,13.3,12-14in,1920.0,1200.0,Black,7,True,True,True,True
3148,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Notebook/Laptop,150.0,Used,Used,Other,Intel,i5,7.0,2.6,Unknown,SSD,256.0,256.0,512.0,512GB,8.0,8GB,13.3,12-14in,3000.0,2000.0,Other,0,False,False,False,False
3149,Dell_i7_32GB+_2TB_16in+,Dell,Notebook/Laptop,575.0,Unknown,Unknown,Intel,Intel,i7,12.0,4.7,Windows,SSD,1000.0,1000.0,2000.0,2TB,40.0,32GB+,16.0,16in+,3072.0,1920.0,Green,7,False,True,True,True
3150,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Notebook/Laptop,190.0,Used,Used,Intel,Intel,i5,6.0,2.4,Windows,SSD,,512.0,512.0,512GB,16.0,16GB,14.0,14-16in,1366.0,768.0,Black,5,False,False,True,True
3151,Other/Unbranded_i5_32GB+_512GB_12-14in,Other/Unbranded,Other,442.8,Used,Used,Other,Intel,i5,6.0,2.4,Windows,SSD,,512.0,512.0,512GB,512.0,32GB+,13.3,12-14in,,,Other,0,False,False,False,False
3152,Lenovo_i5_16GB_2TB_14-16in,Lenovo,Notebook/Laptop,220.0,Refurbished - Excellent,Refurbished,Intel,Intel,i5,6.0,2.4,Windows,SSD,512.0,512.0,1024.0,2TB,12.0,16GB,14.0,14-16in,1920.0,1080.0,Other,3,False,False,True,True
3153,Dell_i7_8GB_16GB_14-16in,Dell,Notebook/Laptop,95.0,Used,Used,Other,Intel,i7,,2.7,Unknown,SSD,8.0,,8.0,16GB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Black,6,False,False,True,True
3154,HP_Other/Unspecified_4GB_64GB_Sub-12in,HP,Other,99.94,Used,Used,Other,Other,Other/Unspecified,,2.0,Chrome,EMMC,4.0,32.0,36.0,64GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Black,4,True,False,True,False
3155,Dell_i5_16GB_512GB_14-16in,Dell,Notebook/Laptop,263.2,Refurbished - Very Good,Refurbished,Intel,Intel,i5,,1.6,Windows,SSD,256.0,256.0,512.0,512GB,16.0,16GB,14.0,14-16in,,,Other,2,False,False,False,False
3156,Lenovo_i3_8GB_512GB_14-16in,Lenovo,Notebook/Laptop,100.0,Used,Used,Intel,Intel,i3,4.0,2.4,Windows,SSD,250.0,256.0,506.0,512GB,8.0,8GB,15.6,14-16in,1366.0,768.0,Black,5,False,False,True,False
3157,Microsoft_i5_8GB_256GB_12-14in,Microsoft,Notebook/Laptop,355.0,Refurbished - Good,Refurbished,Other,Intel,i5,10.0,1.1,Windows,SSD,,256.0,256.0,256GB,8.0,8GB,12.3,12-14in,2736.0,1824.0,Platinum,4,True,False,True,False
3158,Asus_celeron_4GB_16GB_Sub-12in,Asus,Notebook/Laptop,29.98,Used,Used,Intel,Intel,celeron,,1.6,Chrome,EMMC,4.0,,4.0,16GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Gray,4,False,False,True,True
3159,Dell_i5_Unk_128GB_14-16in,Dell,Notebook/Laptop,319.0,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3160,Dell_i5_Unk_128GB_14-16in,Dell,Notebook/Laptop,324.0,Used,Used,Intel,Intel,i5,4.0,2.6,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3161,Dell_i5_Unk_1TB_14-16in,Dell,Notebook/Laptop,389.5,Used,Used,Intel,Intel,i5,3.0,3.0,Windows,SSD,,960.0,960.0,1TB,,Unk,14.0,14-16in,1280.0,720.0,Other,2,False,False,False,True
3162,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,372.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3163,HP_i5_Unk_Unk_14-16in,HP,Notebook/Laptop,250.0,Used,Used,Other,Intel,i5,6.0,,Unknown,Unknown,,,,Unk,,Unk,14.1,14-16in,,,Other,0,False,False,False,False
3164,Dell_i5_Unk_128GB_14-16in,Dell,Notebook/Laptop,320.2,Used,Used,Intel,Intel,i5,5.0,,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Other,0,False,False,False,False
3165,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,225.2,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3166,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,3104.0,New,New,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3167,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,72.2,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3168,Other/Unbranded_celeron_32GB_2TB_14-16in,Other/Unbranded,Notebook/Laptop,299.0,New,New,Other,Intel,celeron,,2.4,Windows,SSD,24.0,1024.0,1048.0,2TB,24.0,32GB,15.6,14-16in,1920.0,1080.0,Gray,2,False,False,True,True
3169,Dell_Unknown_Unk_512GB_14-16in,Dell,Notebook/Laptop,588.5,Used,Used,Other,Unknown,Unknown,,2.4,Windows,HDD/SSD,500.0,,500.0,512GB,,Unk,15.6,14-16in,,,Black,2,False,False,True,False
3170,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,589.5,Refurbished - Excellent,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
