listing_id,product_family_key,brand,device_type,price_usd,condition_grade,condition_tier,gpu_brand,processor_brand,processor_family,processor_generation,processor_speed_ghz,os,storage_type,hdd_capacity_gb,ssd_capacity_gb,total_storage_gb,storage_tier,ram_gb,ram_tier,screen_size_inch,screen_tier,display_width_px,display_height_px,color,feature_count,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_wifi
3171,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,254.0,New,New,Other,Unknown,Unknown,,,Windows,Unknown,,,,Unk,,Unk,,Unk,,,Gray,0,False,False,False,False
3172,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,156.1,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3173,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,31.55,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3174,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,329.8,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3175,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,33.66,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3176,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,16.31,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3177,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,105.25,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3178,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,547.5,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3179,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,488.2,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3180,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Notebook/Laptop,323.5,Used,Used,Other,Intel,i5,7.0,3.1,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,5,False,True,True,True
3181,Dell_celeron_4GB_Unk_Sub-12in,Dell,Notebook/Laptop,90.0,For Parts / Not Working,End-of-Life,Other,Intel,celeron,,1.86,Unknown,HDD/SSD,,,,Unk,4.0,4GB,11.6,Sub-12in,,,Other,0,False,False,False,False
3182,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,36.97,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3183,Dell_i5_Unk_128GB_14-16in,Dell,Other,325.8,Used,Used,Intel,Intel,i5,6.0,,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Black,1,False,False,False,False
3184,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,97.9,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3185,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,201.4,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3187,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,15.23,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3188,HP_i3_Unk_Unk_14-16in,HP,Notebook/Laptop,380.0,Used,Used,Other,Intel,i3,,,Unknown,Unknown,,,,Unk,,Unk,14.0,14-16in,,,Blue,0,False,False,False,False
3189,Dell_i5_4GB_16GB_14-16in,Dell,Other,150.0,Used,Used,Other,Intel,i5,,2.3,Unknown,Unknown,4.0,,4.0,16GB,4.0,4GB,14.0,14-16in,,,Other,0,False,False,False,False
3190,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,210.2,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3191,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Other,240.0,Used,Used,Other,Intel,i5,,1.7,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,12.1,12-14in,2736.0,1824.0,Black,5,True,False,True,True
3192,Other/Unbranded_celeron_4GB_64GB_Sub-12in,Other/Unbranded,Notebook/Laptop,180.0,Unknown,Unknown,Other,Intel,celeron,,1.1,Windows,EMMC,64.0,,64.0,64GB,4.0,4GB,11.6,Sub-12in,1366.0,768.0,Black,1,True,False,False,False
3193,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Other,1235.0,Used,Used,Other,Intel,i5,8.0,,Unknown,Unknown,,,,Unk,,Unk,13.3,12-14in,,,Other,0,False,False,False,False
3194,Other/Unbranded_i5_8GB_512GB_14-16in,Other/Unbranded,Notebook/Laptop,700.0,Unknown,Unknown,Nvidia,Intel,i5,11.0,2.7,Windows,SSD,,512.0,512.0,512GB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Gray,2,False,False,True,True
3195,Dell_i3_4GB_256GB_14-16in,Dell,Notebook/Laptop,40.0,Used,Used,Other,Intel,i3,5.0,2.0,Unknown,HDD/SSD,250.0,,250.0,256GB,4.0,4GB,15.6,14-16in,,,Other,0,False,False,False,False
3196,Dell_i5_32GB_2TB_14-16in,Dell,Notebook/Laptop,1450.0,Refurbished - Excellent,Refurbished,Intel,Intel,i5,11.0,2.4,Windows,SSD,512.0,512.0,1024.0,2TB,32.0,32GB,14.0,14-16in,1920.0,1080.0,Black,1,False,False,False,False
3197,Dell_i5_Unk_512GB_12-14in,Dell,Other,330.0,Used,Used,Other,Intel,i5,,2.6,Unknown,SSD,256.0,256.0,512.0,512GB,,Unk,12.5,12-14in,,,Other,0,False,False,False,False
3198,Dell_i5_Unk_256GB_12-14in,Dell,Notebook/Laptop,442.8,Used,Used,Intel,Intel,i5,6.0,2.8,Windows,Unknown,,240.0,240.0,256GB,,Unk,12.5,12-14in,1920.0,1080.0,Other,6,True,True,True,True
3199,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Notebook/Laptop,250.0,Used,Used,Other,Intel,i5,10.0,1.2,Windows,OTHER,256.0,256.0,512.0,512GB,8.0,8GB,13.5,12-14in,,,Silver,1,True,False,False,False
3200,HP_i7_8GB_2TB_12-14in,HP,Notebook/Laptop,820.0,New,New,Intel,Intel,i7,10.0,1.6,Windows,SSD,1000.0,1000.0,2000.0,2TB,8.0,8GB,13.3,12-14in,3840.0,2160.0,Silver,6,True,True,True,True
3201,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,304.0,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3202,Dell_i5_Unk_Unk_14-16in,Dell,Notebook/Laptop,100.0,Used,Used,Other,Intel,i5,2.0,,Windows,Unknown,,,,Unk,,Unk,15.6,14-16in,,,Other,0,False,False,False,False
3203,Dell_i5_4GB_256GB_14-16in,Dell,Notebook/Laptop,170.0,Used,Used,Intel,Intel,i5,1.0,2.4,Windows,HDD/SSD,160.0,,160.0,256GB,4.0,4GB,14.1,14-16in,1280.0,800.0,Multicolor,6,False,False,False,True
3204,Other/Unbranded_celeron_Unk_Unk_Sub-12in,Other/Unbranded,Other,185.0,Used,Used,Other,Intel,celeron,,,Unknown,Unknown,,,,Unk,,Unk,11.6,Sub-12in,,,Other,0,False,False,False,False
3205,Lenovo_ryzen5_16GB_2TB_14-16in,Lenovo,Notebook/Laptop,199.0,Used,Used,Amd,AMD,ryzen 5,,2.0,Windows,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Black,5,False,True,True,True
3206,HP_core2duo_4GB_Unk_14-16in,HP,Notebook/Laptop,19.98,Used,Used,Other,Intel,core 2 duo,,,Unknown,OTHER,,,,Unk,4.0,4GB,15.6,14-16in,,,Black,0,False,False,False,False
3207,Asus_celeron_4GB_128GB_14-16in,Asus,Notebook/Laptop,197.0,Unknown,Unknown,Intel,Intel,celeron,,1.1,Windows,EMMC,64.0,64.0,128.0,128GB,4.0,4GB,14.0,14-16in,1366.0,768.0,Blue,7,True,True,True,True
3208,Other/Unbranded_i5_8GB_512GB_12-14in,Other/Unbranded,Notebook/Laptop,530.0,Refurbished - Good,Refurbished,Intel,Intel,i5,,2.3,Mac,SSD,,512.0,512.0,512GB,8.0,8GB,13.3,12-14in,1366.0,768.0,Silver,2,False,False,False,True
3209,Other/Unbranded_Unknown_8GB_512GB_Sub-12in,Other/Unbranded,Notebook/Laptop,260.0,Used,Used,Other,Unknown,Unknown,,2.2,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,10.1,Sub-12in,,,Other,1,False,False,False,False
3210,Lenovo_i5_Unk_1TB_14-16in,Lenovo,Notebook/Laptop,448.2,Used,Used,Other,Intel,i5,7.0,3.1,Windows,Unknown,,960.0,960.0,1TB,,Unk,14.0,14-16in,1920.0,1080.0,Other,5,False,True,True,True
3211,Other/Unbranded_i5_Unk_Unk_12-14in,Other/Unbranded,Notebook/Laptop,710.0,For Parts / Not Working,End-of-Life,Other,Intel,i5,8.0,,Unknown,SSD,,,,Unk,,Unk,13.0,12-14in,,,Gray,0,False,False,False,False
3212,Dell_i7_Unk_Unk_14-16in,Dell,Other,310.0,Used,Used,Other,Intel,i7,9.0,,Unknown,Unknown,,,,Unk,,Unk,15.6,14-16in,,,Other,0,False,False,False,False
3213,HP_i5_8GB_16GB_14-16in,HP,Notebook/Laptop,160.0,For Parts / Not Working,End-of-Life,Other,Intel,i5,6.0,2.4,Unknown,HDD/SSD,8.0,,8.0,16GB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Silver,3,False,False,False,True
3214,Lenovo_Unknown_16GB_Unk_14-16in,Lenovo,Notebook/Laptop,250.0,Used,Used,Other,Unknown,Unknown,,,Windows,SSD,,,,Unk,16.0,16GB,14.0,14-16in,,,Black,0,False,False,False,False
3215,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,27.19,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3216,Dell_i7_16GB_512GB_14-16in,Dell,Notebook/Laptop,450.0,Used,Used,Intel,Intel,i7,11.0,3.0,Unknown,SSD,256.0,256.0,512.0,512GB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Black,3,False,False,True,True
3217,HP_celeron_Unk_Unk_14-16in,HP,Other,200.0,Refurbished - Good,Refurbished,Other,Intel,celeron,,1.1,Chrome,SSD,,,,Unk,,Unk,14.0,14-16in,1366.0,768.0,Other,0,False,False,False,False
3218,Lenovo_Other/Unspecified_4GB_256GB_Sub-12in,Lenovo,Other,115.0,Unknown,Unknown,Other,Other,Other/Unspecified,,2.0,Chrome,SSD,128.0,128.0,256.0,256GB,4.0,4GB,10.1,Sub-12in,1920.0,1200.0,Gray,5,True,False,True,True
3219,Dell_i5_8GB_512GB_12-14in,Dell,Notebook/Laptop,749.0,Refurbished - Certified,Refurbished,Intel,Intel,i5,11.0,,Windows,SSD,,512.0,512.0,512GB,8.0,8GB,13.4,12-14in,3456.0,2160.0,White,7,True,True,True,True
3220,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,424.2,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,480.0,480.0,512GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3221,Asus_Unknown_Unk_Unk_Unk,Asus,Other,83.6,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3222,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,344.8,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3223,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,352.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3224,HP_i5_16GB_512GB_14-16in,HP,Notebook/Laptop,190.0,Used,Used,Intel,Intel,i5,8.0,1.6,Windows,SSD,256.0,256.0,512.0,512GB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Silver,3,False,True,False,True
3225,Lenovo_celeron_4GB_64GB_Sub-12in,Lenovo,Notebook/Laptop,50.0,Used,Used,Intel,Intel,celeron,,1.1,Chrome,EMMC,32.0,32.0,64.0,64GB,4.0,4GB,11.6,Sub-12in,,,Black,0,False,False,False,False
3226,Lenovo_Other/Unspecified_16GB_256GB_14-16in,Lenovo,Other,269.8,Used,Used,Intel,Other,Other/Unspecified,,1.9,Windows,Unknown,,256.0,256.0,256GB,16.0,16GB,14.0,14-16in,1366.0,768.0,Black,2,False,False,True,True
3227,Lenovo_ryzen5_8GB_256GB_14-16in,Lenovo,Notebook/Laptop,500.0,Unknown,Unknown,Nvidia,AMD,ryzen 5,,3.0,Windows,SSD,,256.0,256.0,256GB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Black,3,False,False,True,True
3228,Microsoft_i5_8GB_512GB_12-14in,Microsoft,Notebook/Laptop,299.0,Unknown,Unknown,Intel,Intel,i5,7.0,2.6,Windows,SSD,256.0,256.0,512.0,512GB,8.0,8GB,12.3,12-14in,2736.0,1824.0,Silver,9,False,True,True,True
3229,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,369.2,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3230,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,229.1,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3231,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,375.8,Used,Used,Intel,Intel,i5,4.0,1.99,Windows,SSD,,360.0,360.0,512GB,,Unk,14.0,14-16in,1280.0,720.0,Other,5,False,False,True,True
3232,Microsoft_i3_4GB_256GB_12-14in,Microsoft,Notebook/Laptop,150.0,For Parts / Not Working,End-of-Life,Intel,Intel,i3,10.0,1.2,Windows,SSD,128.0,128.0,256.0,256GB,4.0,4GB,12.3,12-14in,2736.0,1824.0,Silver,3,True,False,True,True
3233,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,215.0,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3234,Dell_i5_8GB_2TB_14-16in,Dell,Notebook/Laptop,450.0,Used,Used,Nvidia,Intel,i5,7.0,2.5,Windows,SSD,1000.0,256.0,1256.0,2TB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Multicolor,4,False,False,True,True
3235,Dell_i7_16GB_2TB_14-16in,Dell,Notebook/Laptop,199.0,Used,Used,Other,Intel,i7,3.0,2.7,Windows,HDD/SSD,512.0,512.0,1024.0,2TB,16.0,16GB,15.6,14-16in,1920.0,1080.0,Other,2,False,False,False,False
3236,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Notebook/Laptop,398.5,Used,Used,Intel,Intel,i5,6.0,3.0,Windows,SSD,,240.0,240.0,256GB,,Unk,13.3,12-14in,1280.0,720.0,Other,4,False,False,True,True
3237,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,379.5,Refurbished - Very Good,Refurbished,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3238,Lenovo_i5_16GB_512GB_14-16in,Lenovo,Notebook/Laptop,800.0,Used,Used,Other,Intel,i5,,,Unknown,SSD,256.0,256.0,512.0,512GB,16.0,16GB,15.6,14-16in,,,Other,0,False,False,False,False
3239,Dell_i7_16GB_512GB_14-16in,Dell,Notebook/Laptop,860.0,Used,Used,Other,Intel,i7,13.0,,Unknown,SSD,,512.0,512.0,512GB,16.0,16GB,14.0,14-16in,,,Silver,5,True,True,True,True
3240,Dell_i7_16GB_2TB_14-16in,Dell,Notebook/Laptop,169.0,Unknown,Unknown,Intel,Intel,i7,8.0,1.9,Windows,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,14.0,14-16in,1920.0,1080.0,Black,7,False,True,True,True
3241,Acer_celeron_4GB_64GB_12-14in,Acer,Notebook/Laptop,375.2,Unknown,Unknown,Intel,Intel,celeron,,1.1,Chrome,SSD,32.0,32.0,64.0,64GB,4.0,4GB,12.0,12-14in,1366.0,912.0,Black,4,True,False,True,True
3242,Dell_i5_Unk_1TB_14-16in,Dell,Notebook/Laptop,467.5,Used,Used,Nvidia,Intel,i5,4.0,2.6,Windows,Unknown,,960.0,960.0,1TB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3243,Lenovo_i7_8GB_2TB_14-16in,Lenovo,Notebook/Laptop,1019.0,Unknown,Unknown,Intel,Intel,i7,12.0,1.7,Windows,SSD,512.0,512.0,1024.0,2TB,8.0,8GB,14.0,14-16in,1920.0,1080.0,Gray,6,False,True,True,True
3244,Dell_i7_8GB_256GB_14-16in,Dell,Notebook/Laptop,180.0,Used,Used,Intel,Intel,i7,7.0,2.8,Windows,SSD,,256.0,256.0,256GB,8.0,8GB,15.6,14-16in,1920.0,1080.0,Black,5,False,True,True,True
3245,Acer_celeron_2GB_32GB_Sub-12in,Acer,Notebook/Laptop,40.0,For Parts / Not Working,End-of-Life,Other,Intel,celeron,,,Chrome,SSD,16.0,16.0,32.0,32GB,2.0,2GB,11.5,Sub-12in,1366.0,768.0,White,2,False,False,False,True
3246,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,93.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3247,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,637.5,New,New,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3248,Lenovo_i5_Unk_128GB_14-16in,Lenovo,Notebook/Laptop,295.0,Used,Used,Other,Intel,i5,7.0,3.1,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1920.0,1080.0,Other,5,False,True,True,True
3249,Dell_Unknown_16GB_2TB_12-14in,Dell,Notebook/Laptop,400.0,Unknown,Unknown,Other,Unknown,Unknown,,,Windows,SSD,512.0,512.0,1024.0,2TB,16.0,16GB,13.0,12-14in,1920.0,1280.0,Black,8,True,True,True,True
3250,HP_Other/Unspecified_4GB_128GB_14-16in,HP,Notebook/Laptop,218.9,Unknown,Unknown,Amd,AMD,Other/Unspecified,,2.4,Windows,SSD,,128.0,128.0,128GB,4.0,4GB,14.0,14-16in,1366.0,768.0,Black,4,False,False,True,True
3251,Dell_i7_8GB_2TB_14-16in,Dell,Notebook/Laptop,200.0,Used,Used,Intel,Intel,i7,6.0,2.5,Unknown,HDD/SSD,1000.0,1000.0,2000.0,2TB,8.0,8GB,15.6,14-16in,1366.0,768.0,Silver,5,False,True,True,True
3252,HP_i5_8GB_512GB_14-16in,HP,Other,200.0,Used,Used,Other,Intel,i5,,2.5,Unknown,SSD,256.0,256.0,512.0,512GB,8.0,8GB,15.6,14-16in,,,Other,3,False,False,False,True
3253,HP_Other/Unspecified_4GB_128GB_14-16in,HP,Other,90.0,Used,Used,Amd,AMD,Other/Unspecified,,,Chrome,EMMC,64.0,64.0,128.0,128GB,4.0,4GB,14.0,14-16in,1366.0,768.0,Silver,1,False,False,True,False
3254,Lenovo_i7_16GB_512GB_14-16in,Lenovo,Notebook/Laptop,175.0,Used,Used,Other,Intel,i7,6.0,2.5,Windows,SSD,256.0,256.0,512.0,512GB,16.0,16GB,14.0,14-16in,,,Other,1,False,True,False,False
3255,Acer_Unknown_Unk_Unk_Unk,Acer,Other,98.25,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3256,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Notebook/Laptop,288.2,Refurbished - Good,Refurbished,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3257,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,130.6,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3258,Dell_i5_Unk_128GB_14-16in,Dell,Notebook/Laptop,314.2,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,120.0,120.0,128GB,,Unk,14.0,14-16in,1280.0,720.0,Black,3,False,False,False,True
3259,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,10.88,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3260,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,85.44,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3261,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,112.25,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3262,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,403.0,Used,Used,Nvidia,Intel,i5,4.0,2.6,Windows,Unknown,,480.0,480.0,512GB,,Unk,14.0,14-16in,1280.0,720.0,Black,3,False,False,False,True
3263,Dell_Other/Unspecified_8GB_512GB_14-16in,Dell,Other,234.8,Used,Used,Intel,Other,Other/Unspecified,,1.6,Windows,Unknown,,500.0,500.0,512GB,8.0,8GB,14.0,14-16in,1366.0,768.0,Black,2,False,False,True,True
3264,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,79.0,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3265,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,426.5,Used,Used,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3266,Dell_i5_Unk_512GB_14-16in,Dell,Notebook/Laptop,375.8,Used,Used,Intel,Intel,i5,4.0,1.99,Windows,SSD,,360.0,360.0,512GB,,Unk,14.0,14-16in,1280.0,720.0,Other,5,False,False,True,True
3267,Dell_Unknown_Unk_Unk_Unk,Dell,Other,57.94,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3268,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,204.2,Unknown,Unknown,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3269,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,227.8,Refurbished - Seller Grade,Refurbished,Intel,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Black,0,False,False,False,False
3270,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,10.95,Used,Used,Other,Unknown,Unknown,,2.53,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3271,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,76.7,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3272,Lenovo_i3_Unk_1TB_14-16in,Lenovo,Notebook/Laptop,574.5,Used,Used,Intel,Intel,i3,7.0,3.0,Windows,HDD/SSD,400.0,128.0,528.0,1TB,,Unk,15.6,14-16in,1920.0,1080.0,Other,5,False,False,True,True
3273,LG_Unknown_Unk_Unk_Unk,LG,Other,93.9,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3274,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,8.7,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3275,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,9.79,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3276,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,103.75,Unknown,Unknown,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3277,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,90.4,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3278,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,152.2,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3279,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,127.6,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3280,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,79.56,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3281,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,334.8,Used,Used,Nvidia,Intel,i5,4.0,2.6,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3282,Other/Unbranded_i5_Unk_256GB_12-14in,Other/Unbranded,Notebook/Laptop,337.8,Used,Used,Intel,Intel,i5,6.0,2.3,Windows,SSD,,240.0,240.0,256GB,,Unk,13.3,12-14in,1280.0,720.0,Other,4,False,False,True,True
3283,AUO_Unknown_Unk_Unk_Unk,AUO,Other,92.75,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3284,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,337.5,Used,Used,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
3285,Dell_i5_Unk_256GB_14-16in,Dell,Notebook/Laptop,324.0,Used,Used,Intel,Intel,i5,5.0,2.7,Windows,Unknown,,240.0,240.0,256GB,,Unk,14.0,14-16in,1280.0,720.0,Other,3,False,False,False,True
3286,Other/Unbranded_Unknown_Unk_Unk_Unk,Other/Unbranded,Other,131.5,New,New,Other,Unknown,Unknown,,,Unknown,Unknown,,,,Unk,,Unk,,Unk,,,Other,0,False,False,False,False
