Brand,Price,Condition,GPU,Processor_Family,Processor_Speed_GHz,Type,OS,Storage_Type,Storage_GB,Screen_Size_in,RAM_GB,Model_Key
dell,499.0,Used,intel,i5,2.6,notebook/laptop,windows,unknown,2048.0,14.0,,dell_i5_mid
other,87.56,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,49.62,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,82.2,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,69.25,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,463.2,Used,intel,i5,2.3,notebook/laptop,windows,ssd,480.0,12.5,,dell_i5_mid
lg,95.3,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
lenovo,427.2,Used,intel,i5,1.99,notebook/laptop,windows,ssd,120.0,12.5,,lenovo_i5_mid
other,104.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,264.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,75.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,205.2,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,61.12,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,451.5,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
dell,339.8,Used,intel,i5,,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
acer,27.77,For Parts,other,celeron,,other,unknown,unknown,,15.4,,acer_celeron_standard
other,329.8,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,469.0,Refurbished,intel,i5,3.1,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,206.1,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,258.2,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,444.5,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
lenovo,636.5,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,14.0,,lenovo_i5_mid
other,226.9,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,628.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,584.5,Unknown,other,other,,notebook/laptop,unknown,unknown,,,,lenovo_other_unknown
other,157.2,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,105.0,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,341.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,523.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,475.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,50.78,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,462.8,Used,intel,i3,,other,windows,unknown,120.0,13.3,,lenovo_i3_mid
dell,335.8,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,541.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,473.8,Used,intel,i3,3.0,notebook/laptop,windows,ssd,480.0,13.3,,other_i3_mid
other,100.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,69.75,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,303.8,Refurbished,nvidia,other,,other,unknown,unknown,,,,other_other_unknown
other,463.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,818.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,433.5,Used,intel,i5,1.99,notebook/laptop,windows,ssd,120.0,12.5,,lenovo_i5_mid
dell,437.2,Used,intel,i5,3.0,notebook/laptop,windows,ssd,960.0,14.0,,dell_i5_mid
dell,424.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
lg,93.44,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
dell,423.5,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
other,355.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lg,132.8,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,133.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,74.56,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,454.0,Used,intel,i3,3.0,notebook/laptop,windows,hdd/ssd,120.0,15.6,,lenovo_i3_standard
other,131.6,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,109.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,71.25,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,427.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,15.6,,dell_i5_standard
other,405.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,564.5,Used,intel,i5,3.0,notebook/laptop,windows,ssd,960.0,15.6,,other_i5_standard
other,86.3,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,346.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,397.8,Used,intel,i3,3.0,notebook/laptop,windows,ssd,240.0,14.0,,other_i3_mid
other,71.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,127.8,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
dell,345.2,Used,intel,i5,2.7,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,422.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,240.0,12.5,,dell_i5_mid
dell,72.0,New,other,other,,other,unknown,unknown,,,,dell_other_unknown
other,591.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,86.75,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,445.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,633.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,314.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,278.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,519.5,Used,intel,i3,3.0,notebook/laptop,windows,hdd/ssd,240.0,15.6,,lenovo_i3_standard
other,396.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,552.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,10.85,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,412.0,Used,intel,i5,2.3,notebook/laptop,windows,ssd,480.0,13.3,,other_i5_mid
other,458.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,497.2,Used,intel,i5,1.99,notebook/laptop,windows,ssd,480.0,12.5,,lenovo_i5_mid
dell,321.2,Refurbished,nvidia,i5,2.6,notebook/laptop,windows,unknown,120.0,14.0,,dell_i5_mid
other,512.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,458.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,14.0,,lenovo_i5_mid
dell,462.8,Used,intel,i7,2.5,notebook/laptop,windows,unknown,500.0,13.3,,dell_i7_mid
dell,378.5,Used,intel,i5,,other,windows,unknown,256.0,14.0,,dell_i5_mid
other,378.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,466.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,204.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,379.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,487.2,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,538.5,Used,intel,i3,1.49,notebook/laptop,windows,ssd,120.0,15.6,,lenovo_i3_standard
other,2326.0,Refurbished,intel,i7,1.8,notebook/laptop,windows,ssd,2048.0,14.0,,other_i7_mid
other,571.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,90.75,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,453.8,Unknown,intel,i5,2.1,notebook/laptop,windows,ssd,128.0,14.0,8.0,lenovo_i5_mid
other,453.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,590.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,960.0,14.0,,lenovo_i5_mid
dell,110.0,Used,other,i5,2.3,notebook/laptop,windows,ssd,128.0,14.0,4.0,dell_i5_mid
lenovo,458.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,240.0,14.0,,lenovo_i5_mid
dell,284.8,Used,other,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,,dell_i5_mid
other,265.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,317.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,110.0,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,578.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,120.0,14.0,,lenovo_i5_mid
lenovo,619.0,Used,intel,i5,3.0,notebook/laptop,windows,ssd,480.0,14.0,,lenovo_i5_mid
other,121.6,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,78.1,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,282.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,299.8,Used,intel,i5,2.4,other,windows,hdd/ssd,250.0,14.0,8.0,dell_i5_mid
dell,377.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
dell,414.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,480.0,14.0,,dell_i5_mid
dell,534.0,Used,amd,i5,3.0,notebook/laptop,windows,unknown,480.0,15.6,,dell_i5_standard
lenovo,200.0,Used,intel,i5,2.4,notebook/laptop,windows,ssd,512.0,14.0,8.0,lenovo_i5_mid
dell,775.5,Used,amd,i5,,notebook/laptop,windows,unknown,2048.0,15.6,,dell_i5_standard
other,11.94,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,216.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,123.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,442.8,Used,intel,i5,1.99,notebook/laptop,windows,ssd,240.0,12.5,,lenovo_i5_mid
lenovo,519.0,Used,intel,i5,,notebook/laptop,windows,unknown,120.0,14.0,,lenovo_i5_mid
other,112.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lg,92.6,Unknown,other,other,,other,unknown,unknown,,15.6,,lg_other_standard
other,304.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,282.8,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
lg,92.9,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
dell,494.2,Used,intel,i5,2.7,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
acer,21.88,For Parts,other,pentium,,other,unknown,unknown,,14.0,,acer_pentium_mid
other,140.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,163.5,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,624.0,Used,intel,i3,,other,windows,unknown,240.0,15.6,,lenovo_i3_standard
other,473.8,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,470.5,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,358.5,Refurbished,intel,i3,,other,windows,unknown,256.0,13.3,,other_i3_mid
dell,281.2,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,57.88,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,319.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
acer,64.9,New,other,other,,other,unknown,unknown,,,,acer_other_unknown
lenovo,565.0,Used,intel,i3,1.49,notebook/laptop,windows,ssd,240.0,15.6,,lenovo_i3_standard
other,1717.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,960.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
acer,21.64,For Parts,other,pentium,,other,unknown,unknown,,15.0,,acer_pentium_standard
other,996.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,390.0,Used,intel,i5,,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,389.0,Refurbished,other,other,,other,unknown,unknown,,,,other_other_unknown
other,307.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,396.8,Used,intel,i5,2.8,notebook/laptop,windows,unknown,120.0,12.5,,dell_i5_mid
other,95.56,New,other,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,188.8,Used,intel,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,8.0,lenovo_i5_mid
other,114.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,242.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,650.5,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,324.5,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,1758.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,394.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,161.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,461.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,506.8,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
dell,80.0,Used,other,i3,1.9,other,windows,hdd/ssd,500.0,14.0,4.0,dell_i3_mid
acer,60.0,Open Box,other,pentium,,other,chrome,emmc,32.0,15.0,4.0,acer_pentium_standard
samsung,47.0,Used,intel,celeron,2.5,notebook/laptop,chrome,ssd,16.0,11.6,4.0,samsung_celeron_small
microsoft,107.56,Used,other,pentium,,notebook/laptop,unknown,unknown,64.0,10.5,,microsoft_pentium_small
lenovo,100.0,Used,intel,i5,2.5,notebook/laptop,windows,hdd/ssd,500.0,15.6,4.0,lenovo_i5_standard
lenovo,99.94,Used,other,i5,2.4,other,windows,ssd,256.0,,8.0,lenovo_i5_unknown
dell,450.0,Used,other,celeron,1.6,notebook/laptop,chrome,ssd,32.0,11.0,4.0,dell_celeron_small
microsoft,175.0,Used,intel,i5,1.2,notebook/laptop,unknown,ssd,128.0,13.5,8.0,microsoft_i5_mid
other,593.0,Used,other,i7,2.6,notebook/laptop,mac,ssd,512.0,15.4,32.0,other_i7_standard
dell,140.0,Used,intel,i5,1.6,notebook/laptop,windows,hdd/ssd,500.0,14.0,16.0,dell_i5_mid
microsoft,69.6,For Parts,other,i5,,notebook/laptop,unknown,ssd,256.0,12.5,,microsoft_i5_mid
dell,335.0,Refurbished,intel,i7,1.9,notebook/laptop,windows,ssd,512.0,14.0,32.0,dell_i7_mid
dell,79.0,Used,other,i3,2.3,notebook/laptop,windows,hdd/ssd,250.0,14.0,4.0,dell_i3_mid
hp,39.97,For Parts,other,pentium,,notebook/laptop,unknown,unknown,,15.6,,hp_pentium_standard
hp,49.0,Used,intel,celeron,2.4,other,chrome,emmc,16.0,14.0,4.0,hp_celeron_mid
dell,73.0,Used,other,i7,2.1,notebook/laptop,windows,hdd/ssd,500.0,14.0,8.0,dell_i7_mid
dell,149.0,Used,intel,other,2.0,notebook/laptop,windows,ssd,128.0,14.0,4.0,dell_other_mid
other,2378.0,New,nvidia,i9,,notebook/laptop,windows,ssd,1024.0,18.0,32.0,other_i9_large
dell,22.55,For Parts,other,i5,,other,unknown,unknown,,14.0,,dell_i5_mid
lenovo,500.0,New,amd,ryzen5,2.3,notebook/laptop,windows,ssd,256.0,14.0,16.0,lenovo_ryzen5_mid
asus,70.0,Used,intel,i5,2.5,notebook/laptop,windows,hdd/ssd,750.0,15.6,6.0,asus_i5_standard
lg,990.0,Unknown,intel,i7,2.9,notebook/laptop,windows,ssd,1024.0,17.0,16.0,lg_i7_large
acer,230.0,Used,intel,i7,1.8,notebook/laptop,chrome,ssd,128.0,13.5,16.0,acer_i7_mid
acer,118.1,Used,other,i5,2.3,notebook/laptop,windows,ssd,128.0,12.0,4.0,acer_i5_small
lenovo,320.0,Used,intel,i5,1.0,notebook/laptop,windows,ssd,512.0,14.0,16.0,lenovo_i5_mid
dell,75.0,Used,other,other,,notebook/laptop,windows,unknown,500.0,15.6,4.0,dell_other_standard
other,100.0,Used,other,i5,,other,unknown,ssd,128.0,13.0,4.0,other_i5_mid
hp,75.0,Used,other,other,1.6,notebook/laptop,windows,hdd/ssd,320.0,14.0,4.0,hp_other_mid
other,164.5,Refurbished,intel,i5,1.8,notebook/laptop,windows,ssd,120.0,,8.0,other_i5_unknown
dell,350.0,Unknown,intel,i7,1.9,notebook/laptop,windows,ssd,512.0,14.0,16.0,dell_i7_mid
dell,399.0,Used,other,i7,2.7,notebook/laptop,unknown,ssd,512.0,17.3,16.0,dell_i7_large
hp,100.0,Used,intel,i5,2.5,notebook/laptop,windows,hdd/ssd,500.0,15.6,8.0,hp_i5_standard
hp,200.0,Unknown,intel,i5,1.7,notebook/laptop,chrome,ssd,64.0,14.0,8.0,hp_i5_mid
dell,115.0,Used,intel,i5,2.3,notebook/laptop,windows,ssd,256.0,15.6,8.0,dell_i5_standard
dell,399.0,Used,intel,i5,1.7,notebook/laptop,unknown,ssd,512.0,14.0,32.0,dell_i5_mid
microsoft,93.0,Used,other,i5,2.6,notebook/laptop,windows,ssd,128.0,13.5,8.0,microsoft_i5_mid
dell,16.3,For Parts,other,other,,notebook/laptop,unknown,unknown,,14.0,,dell_other_mid
hp,180.0,Used,other,i5,2.4,notebook/laptop,windows,ssd,256.0,14.0,8.0,hp_i5_mid
dell,70.0,For Parts,other,i7,1.6,notebook/laptop,unknown,unknown,,,4.0,dell_i7_unknown
microsoft,725.0,Refurbished,other,i7,1.3,notebook/laptop,windows,ssd,256.0,13.5,16.0,microsoft_i7_mid
dell,29.89,Used,other,celeron,1.6,notebook/laptop,chrome,ssd,16.0,11.6,4.0,dell_celeron_small
acer,38.0,Unknown,intel,celeron,1.6,notebook/laptop,chrome,emmc,16.0,11.6,4.0,acer_celeron_small
hp,184.1,Used,other,i5,2.7,notebook/laptop,windows,ssd,256.0,15.6,8.0,hp_i5_standard
hp,157.8,Used,intel,i5,2.6,notebook/laptop,windows,hdd/ssd,500.0,15.6,16.0,hp_i5_standard
other,396.0,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,74.3,New,other,other,,other,unknown,unknown,,,,lenovo_other_unknown
asus,74.44,New,other,other,,other,unknown,unknown,,,,asus_other_unknown
lg,109.9,New,other,other,,other,unknown,unknown,,,,lg_other_unknown
other,574.5,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
other,89.8,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,135.5,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
acer,22.22,For Parts,other,pentium,,other,unknown,unknown,,15.4,,acer_pentium_standard
other,20.44,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,204.5,Used,intel,other,,other,unknown,unknown,,,,other_other_unknown
lenovo,376.0,Used,intel,i5,2.8,notebook/laptop,windows,unknown,480.0,14.0,,lenovo_i5_mid
other,104.7,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,93.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,433.0,Used,intel,i5,2.6,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,254.2,New,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,59.2,Unknown,other,other,,other,unknown,unknown,,,,samsung_other_unknown
other,184.5,Used,other,other,,other,unknown,unknown,,,,other_other_unknown
other,225.0,New,other,celeron,2.9,notebook/laptop,windows,ssd,256.0,15.6,8.0,other_celeron_standard
lenovo,419.5,Used,intel,i3,3.0,notebook/laptop,windows,ssd,128.0,13.3,,lenovo_i3_mid
dell,334.0,Refurbished,nvidia,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,56.56,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,105.44,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
samsung,114.5,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
other,101.94,New,other,other,,other,unknown,unknown,,,,other_other_unknown
other,91.9,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,314.5,Used,intel,i5,2.6,notebook/laptop,windows,unknown,240.0,14.0,,dell_i5_mid
other,107.6,Unknown,other,other,,other,unknown,unknown,,,,other_other_unknown
other,2680.0,Refurbished,intel,other,,other,unknown,unknown,,,,other_other_unknown
samsung,89.8,New,other,other,,other,unknown,unknown,,,,samsung_other_unknown
dell,462.8,Used,nvidia,i5,2.6,notebook/laptop,windows,unknown,960.0,14.0,,dell_i5_mid
other,85.4,New,other,other,,other,unknown,unknown,,,,other_other_unknown
dell,414.8,Used,intel,i5,2.3,notebook/laptop,windows,ssd,120.0,12.5,,dell_i5_mid
